Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
5080177,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
5203057,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
5326495,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
5440731,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
5560565,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
5686516,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
5801218,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
5941281,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
6051162,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
6186349,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
6305363,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
6436267,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
6560933,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
6686347,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,9B,
6805004,000007EA,false,Rx,0,8,10,23,61,81,30,72,30,62,
6940342,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,B4,
7054881,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,C4,
7165518,000007EA,false,Rx,0,8,10,23,61,81,30,C4,30,C4,
7282028,000007EA,false,Rx,0,8,10,23,61,81,30,72,30,72,
7402204,000007EA,false,Rx,0,8,10,23,61,81,30,72,30,49,
7517885,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
7641390,000007EA,false,Rx,0,8,10,23,61,81,30,72,30,72,
7755507,000007EA,false,Rx,0,8,10,23,61,81,30,28,30,10,
7870185,000007EA,false,Rx,0,8,10,23,61,81,2E,35,2E,45,
7989060,000007EA,false,Rx,0,8,10,23,61,81,2F,0A,2E,F9,
8102085,000007EA,false,Rx,0,8,10,23,61,81,2F,D7,2F,AE,
8210226,000007EA,false,Rx,0,8,10,23,61,81,30,72,30,72,
8329032,000007EA,false,Rx,0,8,10,23,61,81,30,39,30,28,
8463733,000007EA,false,Rx,0,8,10,23,61,81,30,39,30,28,
8574920,000007EA,false,Rx,0,8,10,23,61,81,30,49,30,39,
8702972,000007EA,false,Rx,0,8,10,23,61,81,30,49,30,39,
8825299,000007EA,false,Rx,0,8,10,23,61,81,30,49,30,49,
8939512,000007EA,false,Rx,0,8,10,23,61,81,30,49,30,39,
9054188,000007EA,false,Rx,0,8,10,23,61,81,30,49,30,28,
9173057,000007EA,false,Rx,0,8,10,23,61,81,30,00,2F,D7,
9292085,000007EA,false,Rx,0,8,10,23,61,81,30,00,2F,D7,
9410886,000007EA,false,Rx,0,8,10,23,61,81,30,10,30,10,
9525346,000007EA,false,Rx,0,8,10,23,61,81,30,10,2F,D7,
9644581,000007EA,false,Rx,0,8,10,23,61,81,30,00,30,00,
9754794,000007EA,false,Rx,0,8,10,23,61,81,30,00,30,00,
9869514,000007EA,false,Rx,0,8,10,23,61,81,30,00,2F,D7,
9985086,000007EA,false,Rx,0,8,10,23,61,81,30,10,2F,E7,
10106408,000007EA,false,Rx,0,8,10,23,61,81,2F,E7,2F,E7,
10217739,000007EA,false,Rx,0,8,10,23,61,81,30,00,2F,D7,
10340661,000007EA,false,Rx,0,8,10,23,61,81,30,49,30,49,
10459441,000007EA,false,Rx,0,8,10,23,61,81,30,28,30,00,
10582378,000007EA,false,Rx,0,8,10,23,61,81,30,00,2F,D7,
10709408,000007EA,false,Rx,0,8,10,23,61,81,30,28,30,28,
10828229,000007EA,false,Rx,0,8,10,23,61,81,30,10,30,00,
10955220,000007EA,false,Rx,0,8,10,23,61,81,30,00,2F,D7,
11074025,000007EA,false,Rx,0,8,10,23,61,81,30,28,30,00,
11207206,000007EA,false,Rx,0,8,10,23,61,81,30,00,2F,D7,
11324312,000007EA,false,Rx,0,8,10,23,61,81,30,28,30,28,
11459171,000007EA,false,Rx,0,8,10,23,61,81,30,00,2F,D7,
11573822,000007EA,false,Rx,0,8,10,23,61,81,30,39,30,28,
11709060,000007EA,false,Rx,0,8,10,23,61,81,30,00,2F,D7,
11836046,000007EA,false,Rx,0,8,10,23,61,81,30,00,2F,D7,
11959019,000007EA,false,Rx,0,8,10,23,61,81,30,28,30,28,
12073969,000007EA,false,Rx,0,8,10,23,61,81,30,10,30,00,
12205432,000007EA,false,Rx,0,8,10,23,61,81,2F,E7,2F,E7,
12323797,000007EA,false,Rx,0,8,10,23,61,81,2F,D7,2F,AE,
12462920,000007EA,false,Rx,0,8,10,23,61,81,2F,BE,2F,D7,
12585831,000007EA,false,Rx,0,8,10,23,61,81,2F,D7,2F,D7,
12704593,000007EA,false,Rx,0,8,10,23,61,81,2F,D7,2F,85,
12823656,000007EA,false,Rx,0,8,10,23,61,81,2F,9D,2F,AE,
12942197,000007EA,false,Rx,0,8,10,23,61,81,2F,AE,2F,9D,
13056955,000007EA,false,Rx,0,8,10,23,61,81,2F,AE,2F,85,
13191312,000007EA,false,Rx,0,8,10,23,61,81,2F,AE,2F,9D,
13303399,000007EA,false,Rx,0,8,10,23,61,81,2F,D7,2F,AE,
13437987,000007EA,false,Rx,0,8,10,23,61,81,30,00,30,10,
13556789,000007EA,false,Rx,0,8,10,23,61,81,2F,E7,2F,D7,
13691992,000007EA,false,Rx,0,8,10,23,61,81,30,28,30,00,
13802624,000007EA,false,Rx,0,8,10,23,61,81,2F,BE,2F,D7,
13942090,000007EA,false,Rx,0,8,10,23,61,81,2F,D7,2F,AE,
14052643,000007EA,false,Rx,0,8,10,23,61,81,30,28,30,39,
14163116,000007EA,false,Rx,0,8,10,23,61,81,30,72,30,62,
14277821,000007EA,false,Rx,0,8,10,23,61,81,31,91,31,68,
14396624,000007EA,false,Rx,0,8,10,23,61,81,31,B2,31,CA,
14508830,000007EA,false,Rx,0,8,10,23,61,81,31,91,31,91,
14622960,000007EA,false,Rx,0,8,10,23,61,81,31,68,31,3F,
14737754,000007EA,false,Rx,0,8,10,23,61,81,31,16,31,16,
14859603,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,8B,
14974423,000007EA,false,Rx,0,8,10,23,61,81,30,72,30,49,
15089264,000007EA,false,Rx,0,8,10,23,61,81,30,72,30,72,
15213321,000007EA,false,Rx,0,8,10,23,61,81,30,72,30,72,
15330764,000007EA,false,Rx,0,8,10,23,61,81,30,72,30,72,
15453779,000007EA,false,Rx,0,8,10,23,61,81,30,62,30,49,
15580678,000007EA,false,Rx,0,8,10,23,61,81,30,62,30,49,
15707667,000007EA,false,Rx,0,8,10,23,61,81,30,28,30,28,
15835550,000007EA,false,Rx,0,8,10,23,61,81,30,62,30,49,
15961670,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,9B,
16076422,000007EA,false,Rx,0,8,10,23,61,81,30,DD,30,C4,
16211632,000007EA,false,Rx,0,8,10,23,61,81,30,ED,30,DD,
16330423,000007EA,false,Rx,0,8,10,23,61,81,30,FD,30,ED,
16456450,000007EA,false,Rx,0,8,10,23,61,81,30,DD,30,C4,
16572151,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
16686856,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
16802262,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
16940815,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
17052344,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
17170247,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
17285001,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
17399715,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
17510301,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
17633268,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
17747954,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
17866744,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
17985592,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
18100346,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
18210912,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
18333797,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
18459728,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
18576328,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
18690413,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
18805644,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
18940946,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
19054876,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
19190935,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
19305610,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
19420417,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
19531191,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
19653026,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
19767743,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
19886563,000007EA,false,Rx,0,8,10,23,61,81,30,9B,30,72,
19997170,000007EA,false,Rx,0,8,10,23,61,81,30,8B,30,72,
