Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
297128,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
297348,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
297619,00000024,false,Rx,0,8,02,02,01,F4,62,1D,80,24,
297836,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
302832,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
302998,000000B6,false,Rx,0,4,00,00,00,BA,00,00,00,00,
303270,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
303487,00000127,false,Rx,0,8,00,10,00,08,00,0F,A3,FA,
303704,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
305821,00000260,false,Rx,0,8,00,00,04,00,00,00,00,6E,
309600,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
309606,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
309611,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
309616,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
309730,00000024,false,Rx,0,8,02,02,01,F4,62,1D,80,24,
310818,00000262,false,Rx,0,5,21,00,00,00,8A,00,00,00,
314951,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
315114,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
315549,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
319729,00000127,false,Rx,0,8,00,10,00,08,00,0F,A3,FA,
320654,00000394,false,Rx,0,1,00,00,00,00,00,00,00,00,
320984,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
321202,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
321473,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
321636,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
321908,00000442,false,Rx,0,8,43,02,00,00,04,00,00,00,
322125,00000024,false,Rx,0,8,02,02,01,F4,62,1D,80,24,
328464,00000260,false,Rx,0,8,00,00,03,00,00,00,00,6D,
328469,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
328474,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
328480,000001AA,false,Rx,0,6,00,00,00,00,00,B1,00,00,
328485,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
329904,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
333058,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
333278,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
333494,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
333657,0000032A,false,Rx,0,2,00,2F,00,00,00,00,00,00,
334313,00000024,false,Rx,0,8,02,01,01,F4,62,1D,7F,22,
336104,00000127,false,Rx,0,8,00,10,00,08,00,0F,A3,FA,
338059,000003B3,false,Rx,0,3,00,00,28,00,00,00,00,00,
339090,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
339311,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
339474,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
339745,00000320,false,Rx,0,8,44,20,04,00,00,00,00,93,
345238,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
345509,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
345725,00000024,false,Rx,0,8,02,01,01,F4,62,1D,81,24,
345948,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
349676,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
349681,00000260,false,Rx,0,8,00,00,03,00,00,00,00,6D,
349686,00000435,false,Rx,0,8,83,85,85,FF,E0,0F,60,03,
349692,00000621,false,Rx,0,8,11,00,00,00,00,00,00,00,
350405,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
351222,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
351385,000000B6,false,Rx,0,4,00,00,00,BA,00,00,00,00,
351655,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
351818,00000262,false,Rx,0,5,21,00,00,00,8A,00,00,00,
352475,00000127,false,Rx,0,8,00,10,00,08,00,0F,A3,FA,
353452,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
356281,00000351,false,Rx,0,4,00,00,00,00,00,00,00,00,
357260,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
357477,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
357747,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
357971,00000024,false,Rx,0,8,02,02,01,F4,62,1D,80,24,
358622,00000361,false,Rx,0,8,80,00,00,00,20,00,00,88,
362640,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
